# warthog xy Energy graph 
# this file is formatted as follows: [header data] [node data] [edge data] 
# header format: nodes [number of nodes] edges [number of edges]  
# node data format: v [id] [x] [y] [elevation] 
# edge data format: e [from_node_id] [to_node_id] [length] [1000 - height_gain] [popularity] [street_width] [100*random] 
# 
# 32bit integer values are used throughout. 
# Identifiers are all zero indexed. 
# 
nodes 16516 edges 33111 objectives 2 
e 5570 5568 50 1000 
e 5571 5568 10 1000 
e 5572 702 38 981 
e 5573 5574 43 1000 
e 5574 4849 10 1000 
e 5574 5573 43 996 
e 5575 6529 170 1000 
e 5575 11526 270 993 
e 5576 4854 174 1000 
e 5576 5577 150 1000 
e 5577 13079 85 1000 
e 5577 5576 150 1000 
e 5578 6529 131 1000 
e 5579 13079 319 999 
e 5579 4853 62 1000 
e 5580 6179 787 956 
e 5580 4893 222 963 
e 5581 7281 12 1000 
e 5581 5591 15 998 
e 5582 2607 45 996 
e 5583 706 43 1000 
e 5583 709 59 963 
e 5583 5596 46 973 
e 5584 2670 9 1000 
e 5585 5586 60 965 
e 5585 704 62 1000 
e 5585 703 24 976 
e 5586 5585 60 1000 
e 5587 11588 21 998 
e 5587 198 35 995 
e 5588 4878 11 1000 
e 5589 8568 10 1000 
e 5589 2259 14 1000 
e 5590 8504 48 1000 
e 5591 5241 36 991 
e 5591 7281 16 1000 
e 5592 715 218 1000 
e 5592 4976 49 1000 
e 5593 704 9 1000 
e 5594 711 20 997 
e 5595 7282 46 1000 
e 5596 5583 46 1000 
e 5597 4878 30 1000 
e 5597 5242 53 993 
e 5598 5599 102 907 
e 5598 2626 54 1000 
e 5598 2625 310 833 
e 5599 5598 102 1000 
e 5600 2635 86 1000 
e 5600 2626 26 985 
e 5601 8136 21 999 
e 5601 749 117 1000 
e 5602 16433 20 1000 
e 5602 12958 152 985 
e 5603 11357 15 1000 
e 5604 8194 49 1000 
e 5605 13954 8 995 
e 5605 5606 94 1000 
e 5605 13366 14 1000 
e 5606 5605 94 943 
e 5607 7871 4 1000 
e 5608 5017 35 1000 
e 5608 5016 54 1000 
e 5609 15295 11 998 
e 5609 15292 79 1000 
e 5610 5611 111 1000 
e 5610 6852 60 1000 
e 5611 14012 14 1000 
e 5611 11427 13 998 
e 5611 11422 16 1000 
e 5611 5610 111 990 
e 5612 5609 68 1000 
e 5613 5614 9 1000 
e 5613 10979 9 1000 
e 5613 10976 49 1000 
e 5614 5613 9 1000 
e 5614 13985 30 1000 
e 5615 5616 44 1000 
e 5615 5616 53 1000 
e 5615 10979 63 1000 
e 5616 5617 42 998 
e 5616 5615 44 995 
e 5616 5615 53 995 
e 5617 5616 42 1000 
e 5618 3111 16 999 
e 5618 5633 49 1000 
e 5619 5021 70 996 
e 5620 5624 36 997 
e 5621 14857 12 996 
e 5622 5623 18 995 
e 5622 4999 55 1000 
e 5623 4997 40 1000 
e 5623 5622 18 1000 
e 5623 14014 41 1000 
e 5624 3107 39 995 
e 5624 5620 36 1000 
e 5625 731 99 965 
e 5625 5661 22 993 
e 5626 5628 13 991 
e 5626 5661 78 1000 
e 5627 5629 22 990 
e 5628 5626 13 1000 
e 5628 5630 44 1000 
e 5628 3209 79 952 
e 5629 5630 20 995 
e 5629 5627 22 1000 
e 5630 5629 20 1000 
e 5630 3208 28 1000 
e 5630 5628 44 936 
e 5631 5000 40 1000 
e 5631 4999 8 998 
e 5632 3101 255 998 
e 5633 5020 57 991 
e 5633 5618 49 1000 
e 5633 10976 18 1000 
e 5634 3102 12 1000 
e 5634 3111 114 1000 
e 5634 5011 141 997 
e 5635 3103 54 1000 
e 5635 5636 147 1000 
e 5636 5011 55 1000 
e 5636 3103 42 1000 
e 5636 5635 147 995 
e 5637 5000 99 991 
e 5637 5002 614 1000 
e 5638 13401 14 1000 
e 5639 13401 9 997 
e 5639 13400 38 1000 
e 5639 5656 37 1000 
e 5640 11968 6 1000 
e 5640 6712 27 992 
e 5641 723 9 1000 
e 5641 6704 12 1000 
e 5641 5668 24 1000 
e 5642 852 25 970 
e 5643 5657 12 998 
e 5643 2275 40 1000 
e 5644 12651 38 1000 
e 5644 5645 26 1000 
e 5645 5646 33 992 
e 5645 6861 24 1000 
e 5645 5644 26 1000 
e 5646 5645 33 1000 
e 5647 5662 4 998 
e 5647 5648 20 991 
e 5647 6861 63 1000 
e 5649 3217 55 986 
e 5649 3218 79 1000 
e 5650 5651 106 1000 
e 5650 3217 33 986 
e 5651 5652 15 1000 
e 5651 7619 13 994 
e 5652 5650 121 994 
e 5653 5654 15 1000 
e 5654 5543 21 1000 
e 5654 3220 44 999 
e 5654 5653 15 987 
e 5655 3220 29 1000 
e 5655 5665 41 972 
e 5655 5672 98 975 
e 5656 5669 30 1000 
e 5656 6859 11 1000 
e 5656 5639 37 997 
e 5657 5643 12 1000 
e 5657 12651 4 1000 
e 5658 5680 8 1000 
e 5658 5660 11 1000 
e 5659 2273 32 984 
e 5660 6832 189 973 
e 5660 5680 12 1000 
e 5661 5625 22 1000 
e 5661 5626 78 971 
e 5662 5647 4 1000 
e 5662 3220 25 983 
e 5663 5677 66 1000 
e 5664 3209 21 1000 
e 5664 855 45 995 
e 5665 5674 9 987 
e 5665 5678 13 996 
e 5666 5679 75 977 
e 5667 5681 28 1000 
e 5667 728 100 998 
e 5668 11968 9 1000 
e 5669 5656 30 997 
e 5670 870 10 991 
e 5670 5658 11 1000 
e 5671 5676 13 1000 
e 5672 5681 9 991 
e 5672 5655 98 1000 
e 5673 5676 15 1000 
e 5673 5665 11 1000 
e 5674 5670 8 996 
e 5674 5673 15 1000 
e 5675 6860 39 984 
e 5675 2273 7 1000 
e 5675 6858 31 991 
e 5676 5671 13 999 
e 5676 5655 24 1000 
e 5677 5663 66 993 
e 5677 723 30 1000 
e 5678 5681 62 998 
e 5678 5674 13 992 
e 5679 2273 50 977 
e 5679 873 14 1000 
e 5679 5666 75 1000 
e 5680 5673 7 1000 
e 5680 5670 13 985 
e 5681 5678 62 1000 
e 5681 5667 28 995 
e 5681 5672 9 1000 
e 5682 5717 7 1000 
e 5682 5009 26 1000 
e 5682 5719 134 936 
e 5683 5685 162 919 
e 5684 6973 146 965 
e 5685 5096 229 1000 
e 5685 5683 162 1000 
e 5685 9695 94 1000 
e 5686 5039 189 1000 
e 5686 5484 52 951 
e 5687 5688 11 1000 
e 5687 5697 139 990 
e 5688 5687 11 997 
e 5689 7720 129 970 
e 5689 5693 134 967 
e 5689 2737 75 1000 
e 5690 5697 41 1000 
e 5691 5695 54 998 
e 5692 5694 28 992 
e 5692 5696 67 1000 
e 5692 7407 87 996 
e 5693 5695 37 1000 
e 5693 5697 36 999 
e 5693 5689 134 1000 
e 5694 5692 28 1000 
e 5695 5696 4 999 
e 5695 5693 37 995 
e 5695 5691 54 1000 
e 5696 5695 4 1000 
e 5696 14474 74 993 
e 5696 5692 67 1000 
e 5697 5693 36 1000 
e 5697 14475 60 1000 
e 5697 5690 41 1000 
e 5697 5687 139 1000 
e 5698 8631 346 959 
e 5699 10547 25 1000 
e 5699 14792 36 1000 
e 5699 5700 24 1000 
e 5700 13807 44 1000 
e 5700 5701 130 1000 
e 5700 5699 24 989 
e 5701 9826 27 1000 
e 5701 5700 130 919 
e 5701 9144 65 1000 
e 5702 10919 111 1000 
e 5703 5981 269 942 
e 5703 13994 141 988 
e 5704 6983 60 1000 
e 5704 13040 179 990 
e 5704 5703 225 820 
e 5705 5706 13 1000 
e 5706 4283 8 1000 
e 5706 3817 71 1000 
e 5706 5705 13 992 
e 5707 3818 129 1000 
e 5708 10639 13 1000 
e 5708 15378 4 999 
e 5708 5334 62 1000 
e 5709 5104 65 996 
e 5709 11384 194 1000 
e 5709 5710 26 1000 
e 5710 5709 26 999 
e 5711 4506 86 1000 
e 5712 6891 160 1000 
e 5712 6882 17 992 
e 5713 14164 23 1000 
e 5714 13136 6 999 
e 5714 13132 18 988 
e 5714 3038 59 1000 
e 5715 13837 191 1000 
e 5716 2666 42 991 
e 5716 6171 247 997 
e 5717 5718 17 1000 
e 5717 5682 7 998 
e 5717 7125 101 996 
e 5718 5717 17 986 
e 5718 15559 10 1000 
e 5718 5009 41 999 
e 5719 5682 134 1000 
e 5720 12426 521 809 
e 5721 151 306 1000 
e 5722 11444 8 989 
e 5722 8261 330 1000 
e 5723 14605 47 995 
e 5723 15329 12 999 
e 5723 10386 68 1000 
e 5724 15329 34 992 
e 5724 10386 26 1000 
e 5724 14606 96 1000 
e 5725 4298 22 1000 
e 5725 4296 18 1000 
e 5725 5727 79 993 
e 5726 5728 56 966 
e 5726 3984 91 1000 
e 5727 5725 79 1000 
e 5728 5726 56 1000 
e 5729 5035 93 1000 
e 5729 4486 147 1000 
e 5730 5447 53 1000 
e 5731 2094 98 1000 
e 5733 12206 9 1000 
e 5733 15165 152 1000 
e 5733 5547 75 1000 
e 5734 12208 13 1000 
e 5734 1933 41 990 
e 5734 5547 18 1000 
e 5735 9949 25 993 
e 5735 9582 97 1000 
e 5735 10536 95 960 
e 5736 9949 10 1000 
e 5737 3260 241 1000 
e 5738 5091 232 676 
e 5739 5746 7 1000 
e 5739 12514 75 1000 
e 5740 5743 34 989 
e 5741 12513 94 1000 
e 5742 5743 34 995 
e 5743 5745 174 1000 
e 5743 5742 34 1000 
e 5743 5740 34 1000 
e 5743 5747 40 997 
e 5744 5748 33 1000 
e 5744 5746 30 1000 
e 5745 5743 174 987 
e 5746 12515 6 1000 
e 5746 5748 30 1000 
e 5747 5741 36 1000 
e 5747 12515 20 999 
e 5748 5743 21 1000 
e 5749 5249 97 1000 
e 5750 8798 10 1000 
e 5750 15594 18 1000 
e 5751 15375 41 994 
e 5752 8792 11 999 
e 5752 8795 39 1000 
e 5753 8905 3 1000 
e 5753 5758 123 945 
e 5754 10622 82 983 
e 5754 16145 11 1000 
e 5755 4104 370 1000 
e 5755 9173 57 1000 
e 5756 4099 153 992 
e 5756 5758 180 946 
e 5757 4101 321 1000 
e 5757 5759 172 961 
e 5758 5756 180 1000 
e 5758 5753 123 1000 
e 5759 5757 172 1000 
e 5759 10622 175 1000 
e 5761 8392 41 999 
e 5762 7793 114 967 
e 5762 8798 109 1000 
e 5762 8663 65 1000 
e 5762 5761 58 990 
e 5763 11927 12 991 
e 5763 11926 188 996 
e 5764 5788 42 987 
e 5764 5790 17 995 
e 5765 12670 9 993 
e 5765 15172 25 993 
e 5765 6733 131 1000 
e 5766 8614 14 1000 
e 5766 9210 7 1000 
e 5767 5773 7 999 
e 5768 14119 50 1000 
e 5768 5781 63 995 
e 5768 5781 74 995 
e 5769 11922 7 1000 
e 5769 11926 18 1000 
e 5770 6739 8 992 
e 5770 5782 22 997 
e 5770 11764 9 997 
e 5771 11928 10 997 
e 5771 5763 73 994 
e 5771 5763 70 994 
e 5772 1239 30 1000 
e 5773 5767 7 1000 
e 5773 5784 50 1000 
e 5773 12640 13 1000 
e 5774 5786 11 1000 
e 5774 359 42 997 
e 5775 383 9 1000 
e 5775 5769 30 1000 
e 5776 5778 43 1000 
e 5777 1239 19 1000 
e 5777 5785 17 1000 
e 5777 5789 19 997 
e 5777 14121 86 1000 
e 5778 1237 16 1000 
e 5778 1238 15 998 
e 5778 5776 43 994 
e 5778 14117 42 1000 
e 5779 353 14 1000 
e 5780 8698 23 995 
e 5780 371 12 999 
e 5781 5785 15 997 
e 5781 5768 63 1000 
e 5781 5768 74 1000 
e 5782 5775 16 1000 
e 5782 5786 47 999 
e 5782 5774 44 997 
e 5783 359 10 1000 
e 5783 5788 12 994 
e 5783 373 63 999 
e 5784 15438 138 934 
e 5785 5777 17 995 
e 5785 5781 15 1000 
e 5785 5792 12 997 
e 5785 14120 100 1000 
e 5786 5764 11 998 
e 5786 5783 42 990 
e 5787 1238 34 1000 
e 5788 5783 12 1000 
e 5788 5764 42 1000 
e 5788 5790 92 1000 
e 5789 5777 19 1000 
e 5790 5788 92 992 
e 5791 11927 15 999 
e 5791 15174 23 1000 
e 5792 5785 12 1000 
e 5793 3362 64 1000 
e 5794 5986 76 1000 
e 5795 10872 89 1000 
e 5795 13205 39 1000 
e 5795 8362 29 1000 
e 5796 3965 56 1000 
e 5796 9228 99 1000 
e 5797 1578 12 1000 
e 5797 10448 22 1000 
e 5798 6010 276 1000 
e 5798 9551 177 1000 
e 5799 5801 13 1000 
e 5799 11351 278 998 
e 5800 14713 97 977 
e 5800 10758 46 1000 
e 5801 5799 13 1000 
e 5801 2382 55 992 
e 5802 4697 32 979 
e 5802 14713 129 968 
e 5803 3201 107 1000 
e 5805 1494 349 1000 
e 5806 15632 17 991 
e 5807 4561 83 1000 
e 5808 5550 78 1000 
e 5808 9072 224 817 
e 5809 16483 14 1000 
e 5809 16482 45 998 
e 5809 4785 70 983 
e 5810 225 10 1000 
e 5811 13108 486 965 
e 5811 5812 7 1000 
e 5812 2441 7 998 
e 5813 4030 20 1000 
e 5813 4031 39 1000 
e 5813 5814 20 1000 
e 5814 4035 8 1000 
e 5814 16428 3 1000 
e 5814 5813 20 1000 
e 5815 4031 8 1000 
e 5815 4028 8 1000 
e 5815 4029 21 1000 
e 5816 5817 52 1000 
e 5817 7031 18 999 
e 5817 7029 16 1000 
e 5817 15362 39 1000 
e 5817 5816 52 1000 
e 5818 5819 14 1000 
e 5818 4794 437 951 
e 5819 5818 14 995 
e 5819 5820 10 1000 
e 5820 2735 89 1000 
e 5820 5821 18 999 
e 5821 5094 90 965 
e 5821 5819 21 997 
e 5822 6822 13 1000 
e 5822 365 4 1000 
e 5822 14192 31 1000 
e 5823 12985 49 1000 
e 5823 14023 114 1000 
e 5824 4977 91 981 
e 5824 2503 57 1000 
e 5824 5065 101 988 
e 5825 6994 47 1000 
e 5825 4591 77 993 
e 5826 3335 2 1000 
e 5826 13239 38 1000 
e 5826 2206 81 990 
e 5827 10357 13 997 
e 5828 6621 22 987 
e 5828 5406 94 1000 
e 5829 4568 28 1000 
e 5829 6868 57 1000 
e 5829 4091 42 1000 
e 5830 3386 65 1000 
e 5831 6604 8 1000 
e 5832 16401 112 1000 
e 5832 4761 11 993 
e 5832 14299 47 1000 
e 5833 3257 64 995 
e 5834 5837 11 993 
e 5834 10546 16 1000 
e 5835 14226 11 1000 
e 5835 14227 12 985 
e 5836 5834 15 993 
e 5837 5835 7 996 
e 5838 5836 13 1000 
e 5838 10547 23 991 
e 5839 773 210 1000 
e 5839 7307 116 1000 
e 5840 5845 169 1000 
e 5840 4410 33 1000 
e 5840 2410 67 985 
e 5841 10472 79 989 
e 5841 5842 76 992 
e 5841 5844 56 1000 
e 5842 5841 76 1000 
e 5843 4410 73 983 
e 5844 5841 56 989 
e 5845 5840 169 982 
e 5846 5849 57 949 
e 5846 6618 25 1000 
e 5847 5055 236 1000 
e 5848 12395 200 981 
e 5849 5846 57 1000 
e 5850 7316 34 984 
e 5850 6609 14 1000 
e 5851 5854 6 1000 
e 5851 5852 26 996 
e 5851 5848 73 1000 
e 5852 5851 26 1000 
e 5852 10532 30 998 
e 5852 9946 42 999 
e 5853 6609 5 996 
e 5853 6610 58 1000 
e 5854 5851 6 1000 
e 5854 9947 10 1000 
e 5854 5855 57 1000 
e 5856 3089 12 990 
e 5856 15058 4 1000 
e 5856 14162 54 1000 
e 5856 9942 31 975 
e 5858 4960 10 1000 
e 5858 12047 22 1000 
e 5858 5861 13 998 
e 5859 5860 102 1000 
e 5859 5861 15 1000 
e 5859 11370 36 1000 
e 5860 5863 15 998 
e 5860 5859 102 991 
e 5861 5863 101 1000 
e 5861 5859 15 996 
e 5861 5858 13 1000 
e 5862 11373 19 999 
e 5862 5863 12 1000 
e 5862 12047 80 1000 
e 5863 5860 15 1000 
e 5863 5861 101 998 
e 5863 5862 12 999 
e 5865 5864 44 1000 
e 5866 5865 55 1000 
e 5866 5867 43 983 
e 5867 3092 46 963 
e 5867 11089 34 1000 
e 5867 5866 43 1000 
e 5868 5869 133 1000 
e 5869 4958 44 983 
e 5869 5868 133 994 
e 5869 10548 13 1000 
e 5870 16423 43 1000 
e 5870 5983 9 990 
e 5871 5870 10 996 
e 5871 408 21 1000 
e 5871 9828 134 968 
e 5872 405 40 1000 
e 5873 5878 7 1000 
e 5873 5874 34 994 
e 5874 5876 10 998 
e 5874 755 43 988 
e 5875 5876 10 1000 
e 5875 11011 9 1000 
e 5876 5875 10 994 
e 5876 5874 10 1000 
e 5877 11010 8 1000 
e 5877 5875 39 976 
e 5877 5878 10 995 
e 5878 5873 7 997 
e 5878 5876 38 988 
e 5878 5877 10 1000 
e 5879 4378 35 999 
e 5879 4385 31 1000 
e 5879 12102 64 1000 
e 5880 7562 6 996 
e 5881 12102 42 1000 
e 5882 7560 14 1000 
e 5882 5884 22 1000 
e 5882 807 106 977 
e 5883 5880 25 997 
e 5884 5882 22 991 
e 5885 4385 55 1000 
e 5885 7550 50 1000 
e 5885 11691 186 930 
e 5886 7569 23 989 
e 5886 10617 82 1000 
e 5887 5886 12 996 
e 5887 8135 12 998 
e 5888 4642 113 982 
e 5888 5899 238 1000 
e 5889 5907 74 1000 
e 5889 5910 74 1000 
e 5890 5900 4 1000 
e 5891 4686 70 1000 
e 5891 5890 10 997 
e 5892 3536 11 1000 
e 5892 2894 113 974 
e 5892 5888 87 1000 
e 5893 5897 4 1000 
e 5894 4643 104 981 
e 5894 5891 9 998 
e 5895 2895 127 963 
e 5895 5892 88 1000 
e 5896 5918 64 996 
e 5896 4641 94 1000 
e 5896 5916 28 1000 
e 5897 5899 12 1000 
e 5897 9716 124 1000 
e 5898 5914 36 1000 
e 5899 5894 8 1000 
e 5900 5949 18 995 
e 5900 5893 8 1000 
e 5901 13156 9 1000 
e 5901 15598 63 1000 
e 5901 2980 121 1000 
e 5902 11271 15 1000 
e 5902 13156 143 973 
e 5903 14920 10 1000 
e 5903 10355 7 1000 
e 5903 10354 17 997 
e 5903 14921 116 1000 
e 5904 5911 27 993 
e 5904 5937 85 1000 
e 5905 5949 15 997 
e 5905 5942 79 991 
e 5905 5893 20 1000 
e 5906 14918 3 1000 
e 5906 5920 51 1000 
e 5906 5940 63 997 
e 5907 5890 52 999 
e 5908 3300 36 1000 
e 5908 6106 118 1000 
e 5909 5942 121 1000 
e 5909 5933 101 1000 
e 5910 5907 10 1000 
e 5910 5932 52 991 
e 5911 5904 27 1000 
e 5911 14917 11 1000 
e 5911 5940 46 1000 
e 5912 8153 28 995 
e 5912 8153 41 995 
e 5913 14921 5 1000 
e 5913 14418 98 1000 
e 5914 5921 12 1000 
e 5914 5919 22 998 
e 5915 10031 15 992 
e 5915 5920 11 1000 
e 5915 14918 54 998 
e 5916 5917 35 997 
e 5916 5912 10 1000 
e 5917 5916 35 1000 
e 5918 5889 26 1000 
e 5918 8153 13 1000 
e 5919 5950 15 1000 
e 5919 5950 93 1000 
e 5919 5937 77 1000 
e 5920 5935 27 996 
e 5920 5906 51 997 
e 5920 5915 11 1000 
e 5921 5896 31 1000 
e 5922 3096 359 1000 
e 5922 5923 20 1000 
e 5923 5925 4 1000 
e 5924 5922 20 995 
e 5924 5923 12 1000 
e 5925 3096 118 1000 
e 5925 7869 14 996 
e 5926 8867 30 994 
e 5927 13272 57 989 
e 5928 13699 28 1000 
e 5928 6345 3 1000 
e 5929 5934 20 996 
e 5929 5931 51 994 
e 5929 5932 61 993 
e 5930 5921 15 1000 
e 5930 5938 28 1000 
e 5931 5929 51 1000 
e 5932 5910 52 1000 
e 5932 5929 61 1000 
e 5933 5941 29 1000 
e 5933 5909 101 1000 
e 5933 10031 18 1000 
e 5934 10850 20 1000 
e 5934 5929 20 1000 
e 5934 5939 20 999 
e 5935 5920 27 1000 
e 5936 5940 34 996 
e 5937 5904 85 996 
e 5937 5919 77 1000 
e 5938 5930 28 1000 
e 5939 5934 20 1000 
e 5940 5936 34 1000 
e 5940 5906 63 1000 
e 5940 5911 46 998 
e 5941 5933 29 1000 
e 5942 5905 79 1000 
e 5942 5909 121 994 
e 5943 8846 22 1000 
e 5943 8765 140 976 
e 5943 8664 14 1000 
e 5944 8664 8 1000 
e 5945 142 17 999 
e 5946 13012 26 1000 
e 5947 12430 12 994 
e 5947 12203 8 1000 
e 5948 329 428 1000 
e 5949 5905 15 1000 
e 5949 4685 55 988 
e 5950 5919 15 999 
e 5950 5930 8 1000 
e 5951 12950 92 1000 
e 5952 5281 125 1000 
e 5953 1140 11 1000 
e 5953 1241 59 994 
e 5954 10579 85 972 
e 5954 1158 79 1000 
e 5955 5959 5 1000 
e 5956 8678 216 1000 
e 5956 81 113 1000 
e 5956 4277 36 1000 
e 5957 5962 49 1000 
e 5958 1138 32 995 
e 5958 5964 12 998 
e 5959 5961 23 1000 
e 5959 12750 26 993 
e 5960 5963 52 1000 
e 5961 1109 34 1000 
e 5961 5959 23 1000 
e 5961 12744 12 1000 
e 5962 5957 49 986 
e 5962 1240 65 1000 
e 5963 1110 79 1000 
e 5963 12750 61 1000 
e 5963 5960 52 987 
e 5964 11514 9 1000 
e 5964 1138 30 998 
e 5965 5967 7 1000 
e 5965 5390 53 978 
e 5965 5972 43 997 
e 5966 5244 9 1000 
e 5966 5045 111 1000 
e 5966 14056 40 999 
e 5966 8630 89 962 
e 5967 5965 7 994 
e 5967 3302 69 994 
e 5968 9003 26 1000 
e 5968 6390 30 996 
e 5968 16401 78 1000 
e 5969 3136 14 1000 
e 5970 2911 18 1000 
e 5970 2909 4 1000 
e 5971 2651 16 992 
e 5971 2650 9 1000 
e 5972 3303 76 1000 
e 5972 14000 86 980 
e 5973 12607 42 990 
e 5974 16185 113 1000 
e 5975 11371 74 1000 
e 5976 2204 11 993 
e 5976 2204 122 993 
e 5976 6621 28 1000 
e 5977 5846 195 1000 
e 5977 6615 85 977 
e 5978 16420 24 985 
e 5978 5979 16 1000 
e 5979 5978 16 990 
e 5979 400 13 1000 
e 5980 5981 135 837 
e 5980 10919 44 968 
e 5980 7177 61 1000 
e 5981 5980 135 1000 
e 5982 5983 76 1000 
e 5983 5982 76 940 
e 5983 5870 9 1000 
e 5984 10704 72 1000 
e 5985 5986 34 1000 
e 5985 15080 99 1000 
e 5986 5985 34 987 
e 5986 2885 47 1000 
e 5987 8586 428 962 
e 5987 771 205 1000 
e 5988 3409 75 986 
e 5989 156 43 996 
e 5989 13571 20 1000 
e 5991 15023 29 1000 
e 5992 31 89 1000 
e 5992 12373 10 1000 
e 5993 415 36 1000 
e 5994 12366 11 975 
e 5994 29 24 987 
e 5994 1263 43 999 
e 5995 1529 8 1000 
e 5995 1540 13 995 
e 5996 7131 60 1000 
e 5996 7132 88 1000 
e 5996 7133 99 931 
e 5996 6124 214 946 
e 5997 6002 20 992 
e 5997 4781 114 1000 
e 5998 3301 34 1000 
e 5998 13995 115 976 
e 5999 10810 51 1000 
e 5999 6124 52 996 
e 6000 15021 46 1000 
e 6001 8863 82 1000 
e 6001 6125 125 928 
e 6001 9377 130 1000 
e 6002 14002 7 1000 
e 6002 5047 13 999 
e 6002 5998 22 993 
e 6003 9755 10 996 
e 6003 4511 55 1000 
e 6004 9977 229 984 
e 6004 3521 76 1000 
e 6005 4108 151 1000 
e 6005 4842 302 975 
e 6006 2006 7 1000 
e 6006 2007 113 1000 
e 6007 8571 48 984 
e 6007 6579 108 1000 
e 6008 3147 186 1000 
e 6008 13915 15 1000 
e 6009 9724 19 990 
e 6009 13009 10 999 
e 6009 5301 126 1000 
e 6009 7204 36 977 
e 6010 1168 19 1000 
e 6010 5798 276 954 
e 6011 12184 140 1000 
e 6012 6017 18 1000 
e 6013 6020 9 1000 
e 6013 13981 10 996 
e 6013 13980 168 815 
e 6014 1486 21 987 
e 6014 12840 10 1000 
e 6015 1487 32 1000 
e 6016 6017 58 940 
e 6016 6911 402 998 
e 6016 2541 53 1000 
e 6017 6012 18 982 
e 6017 6016 58 1000 
e 6017 6018 115 826 
e 6018 6017 115 1000 
e 6019 13454 63 1000 
e 6020 6013 9 997 
e 6020 4859 44 1000 
e 6021 310 133 1000 
e 6022 14342 12 1000 
e 6022 12807 91 991 
e 6022 14346 11 1000 
e 6023 14343 6 999 
e 6023 14345 31 1000 
e 6024 15462 30 1000 
e 6024 305 12 999 
e 6025 307 10 1000 
e 6026 14255 242 1000 
e 6027 9723 51 997 
e 6028 967 37 1000 
e 6028 6819 120 1000 
e 6029 14523 42 1000 
e 6029 11101 130 983 
e 6030 14523 236 962 
e 6031 11675 83 975 
e 6032 13327 12 1000 
e 6032 14814 12 999 
e 6033 6032 9 1000 
e 6033 554 235 1000 
e 6034 3688 6 999 
e 6035 2528 78 990 
e 6036 16326 117 995 
e 6036 16340 170 1000 
e 6037 6038 12 1000 
e 6037 2313 36 987 
e 6038 6037 12 1000 
e 6038 6412 71 1000 
e 6039 536 8 1000 
e 6039 537 37 1000 
e 6039 1468 108 952 
e 6040 13947 39 1000 
e 6040 65 130 994 
e 6041 6043 94 846 
e 6041 6714 54 988 
e 6041 6450 196 1000 
e 6042 6045 110 1000 
e 6043 6041 94 1000 
e 6044 7642 6 997 
e 6044 6045 41 935 
e 6044 6714 169 1000 
e 6045 6044 41 1000 
e 6045 6042 110 886 
e 6046 3687 145 996 
e 6047 6056 117 965 
e 6047 861 35 1000 
e 6048 13920 13 992 
e 6048 4965 57 989 
e 6049 6050 80 1000 
e 6050 4559 72 903 
e 6050 4560 57 1000 
e 6050 6049 80 969 
e 6051 3682 135 1000 
e 6052 13798 109 886 
e 6052 4962 29 1000 
e 6052 4560 90 1000 
e 6053 3393 4 998 
e 6053 2609 34 1000 
e 6054 10469 16 985 
e 6054 6790 26 1000 
e 6054 14971 129 863 
e 6055 4559 149 1000 
e 6056 3685 71 898 
e 6056 4961 126 1000 
e 6056 6047 117 1000 
e 6057 9872 114 996 
e 6057 10495 25 990 
e 6058 10495 505 652 
e 6058 4752 12 1000 
e 6059 8346 71 1000 
e 6059 1604 237 1000 
e 6060 4499 189 1000 
e 6060 4500 85 1000 
e 6061 13731 2 1000 
e 6061 262 38 1000 
e 6062 10790 25 1000 
e 6062 8199 188 926 
e 6063 2325 64 1000 
e 6064 4457 14 1000 
e 6065 6067 23 998 
e 6065 6070 328 987 
e 6065 10751 158 1000 
e 6066 16264 59 1000 
e 6067 3771 104 987 
e 6067 6065 23 1000 
e 6067 7662 45 969 
e 6068 16266 19 1000 
e 6069 16267 232 1000 
e 6070 6065 328 1000 
e 6070 3701 37 1000 
e 6071 6073 20 996 
e 6071 8593 55 971 
e 6072 6071 34 989 
e 6072 6073 53 985 
e 6073 6071 20 1000 
e 6073 6072 53 1000 
e 6074 6077 35 997 
e 6074 6078 11 998 
e 6075 6076 19 1000 
e 6076 6077 17 1000 
e 6076 13014 422 958 
e 6077 86 100 977 
e 6078 6075 28 986 
e 6078 6076 20 997 
e 6079 3241 49 985 
e 6079 3705 17 990 
e 6080 84 106 1000 
e 6080 6786 16 1000 
e 6081 6082 69 938 
e 6081 447 22 994 
e 6082 6084 4 985 
e 6082 448 9 986 
e 6083 5456 142 901 
e 6083 448 199 1000 
e 6084 6082 4 1000 
e 6084 447 76 1000 
e 6084 12947 42 1000 
e 6085 14503 14 1000 
e 6085 92 38 979 
e 6086 11586 51 986 
e 6086 3355 97 1000 
e 6087 220 12 996 
e 6087 1943 323 994 
e 6088 6089 53 1000 
e 6089 3355 151 1000 
e 6089 6090 53 989 
e 6089 6088 53 999 
e 6090 6089 53 1000 
e 6091 3355 41 1000 
e 6091 11451 107 962 
e 6092 186 15 1000 
e 6092 10993 6 1000 
e 6092 13001 4 1000 
e 6093 418 172 917 
e 6093 31 154 1000 
e 6093 14501 172 907 
e 6094 12369 162 953 
e 6094 6101 51 1000 
e 6095 12785 53 1000 
e 6095 12783 58 1000 
e 6096 6161 41 989 
e 6096 6100 34 986 
e 6097 8579 450 605 
e 6098 38 88 964 
e 6098 8964 45 1000 
e 6099 1982 60 1000 
